adm0_id,adm0_name,adm1_id,adm1_name,mkt_id,mkt_name,cm_id,cm_name,cur_id,cur_name,pt_id,pt_name,um_id,um_name,mp_month,mp_year,mp_price,mp_commoditysource
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,5,2013,3174.0476,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,6,2013,3119.9999,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,7,2013,3219.1304,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,8,2013,3416.7391,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,9,2013,3524.375,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,10,2013,4193.6364,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,11,2013,4603.3333,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,12,2013,4416.6667,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,1,2014,4637.069,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,3,2014,4832.9167,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,4,2014,4817.7077,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,5,2014,4661.6935,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,6,2014,4868.0441,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,7,2014,4813.3587,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,8,2014,4771.9048,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,9,2014,4607.6968,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,10,2014,4320.9,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,11,2014,4176.5323,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,12,2014,4085.6164,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,1,2015,3967.0571,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,2,2015,3906.7143,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,3,2015,3750.0,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,4,2015,3929.6,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,5,2015,3964.2857,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,6,2015,3637.9167,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,7,2015,3908.64,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,8,2015,3475.0,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,9,2015,3437.5,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,10,2015,3276.3,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,11,2015,3057.6923,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,12,2015,2935.1333,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,1,2016,3107.1429,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,2,2016,3000.0,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,3,2016,2850.0,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,4,2016,2808.8235,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,5,2016,2826.3157,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,6,2016,2923.0769,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,7,2016,2752.8,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,8,2016,2783.3333,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,9,2016,2760.2942,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,10,2016,3136.3635,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,11,2016,3005.5881,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,66,Beans (white),90,LBP,15,Retail,5,KG,12,2016,3057.6924,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,9,2012,7336.9564,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,10,2012,8056.8182,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,11,2012,6591.6668,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,12,2012,6658.3334,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,1,2013,6862.0689,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,2,2013,6544.6429,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,3,2013,6608.6957,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,4,2013,5927.0834,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,5,2013,5559.5237,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,6,2013,4799.9999,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,7,2013,4782.6086,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,8,2013,5434.7827,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,9,2013,6027.0833,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,10,2013,7613.6364,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,11,2013,6300.0,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,12,2013,7611.1112,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,1,2014,6906.8965,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,3,2014,6791.6666,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,4,2014,5977.0615,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,5,2014,5257.8124,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,6,2014,5514.0845,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,7,2014,5225.0,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,8,2014,5696.7097,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,9,2014,7883.7287,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,10,2014,7565.4688,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,11,2014,6775.7812,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,12,2014,6136.9862,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,1,2015,6035.7143,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,2,2015,5607.1429,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,3,2015,5142.857,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,4,2015,4266.6667,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,5,2015,3900.0001,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,6,2015,3395.8334,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,7,2015,3769.2308,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,8,2015,4916.6667,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,9,2015,5071.4286,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,10,2015,2444.4444,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,11,2015,2435.8974,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,12,2015,2265.625,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,1,2016,2202.381,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,2,2016,2041.6667,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,3,2016,1861.1111,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,4,2016,3430.5557,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,5,2016,3302.6316,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,6,2016,3403.8462,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,7,2016,3900.0,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,8,2016,5200.0,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,9,2016,5500.0,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,10,2016,5136.3638,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,11,2016,5500.0,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,92,Eggs,90,LBP,15,Retail,69,30 pcs,12,2016,6634.6152,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,8,2012,1494.2609,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,9,2012,1466.7391,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,10,2012,1493.1818,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,11,2012,1462.0833,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,12,2012,1451.25,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,1,2013,1478.4483,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,2,2013,1452.6786,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,3,2013,1441.3043,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,4,2013,1431.25,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,5,2013,1390.4762,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,6,2013,1415.0,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,7,2013,1397.3913,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,8,2013,1400.0,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,9,2013,1443.3333,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,10,2013,1285.4545,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,11,2013,1258.3333,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,12,2013,1222.2222,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,1,2014,1229.3103,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,3,2014,1229.1667,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,4,2014,1188.4462,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,5,2014,1199.8438,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,6,2014,1212.662,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,7,2014,1224.4043,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,8,2014,1208.2638,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,9,2014,1241.4063,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,10,2014,1219.2016,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,11,2014,1191.3906,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,12,2014,1195.8904,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,1,2015,1039.2857,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,2,2015,1041.428,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,3,2015,1014.2857,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,4,2015,1010.0,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,5,2015,1100.0,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,6,2015,937.5,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,7,2015,1013.0,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,8,2015,1021.6667,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,9,2015,975.0,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,10,2015,950.0,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,11,2015,953.8462,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,12,2015,962.5,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,1,2016,971.4286,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,2,2016,987.5,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,3,2016,963.3333,WFP and Partners
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,4,2016,1022.2223,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,5,2016,990.5262,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,6,2016,1011.5385,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,7,2016,1100.0,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,8,2016,1086.6667,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,9,2016,1117.6471,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,10,2016,1234.5454,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,11,2016,1191.1765,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,97,Sugar,90,LBP,15,Retail,5,KG,12,2016,1203.8462,WFP and NGO Parnters
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,10,2013,2245.4545,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,11,2013,2113.3333,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,12,2013,2222.2222,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,1,2014,2149.3104,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,3,2014,2107.9167,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,4,2014,2161.2344,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,5,2014,2181.25,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,6,2014,2205.2817,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,7,2014,2092.3723,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,8,2014,2117.5194,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,9,2014,2098.3594,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,10,2014,2187.1859,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,11,2014,2312.5,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,12,2014,2342.4658,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,1,2015,2611.1,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,2,2015,2504.0,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,3,2015,2464.2857,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,4,2015,2566.6667,WFP and Partner NGOs
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,5,2015,2600.2,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,6,2015,2439.3333,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,7,2015,2614.9231,WFP and NGO Partners
141,Lebanon,1799,North,1684,Akkar,108,Lentils,90,LBP,15,Retail,5,KG,8,2015,2541.6667,WFP and NGO Parnters
